Stream,S,D84,D50,Q,h,w,tau,D,Fi,Qsi t/day,qsi,excess_grain_stress,gs_ratio,V_adj,h_adj,Wi_star,Unnamed: 0
Lochsa River,0.003,0.276,0.098,144.697720515362,1.81170570387709,72.4788247750023,40.8775157965788,0.0005,0.046,0.312910695287565,0.004317270544313,8.84934109190118,1.3169266213338564,3.6595432983441474,0.6511231890584523,0.0014281498271652,329.0
Lochsa River,0.003,0.276,0.098,278.918306668554,2.26267586286476,75.48872552357,51.0527554938176,0.008,0.015,0.317422867513612,0.004204904312691,0.107276762414795,0.9160200769139576,3.45618647060924,1.1952219823383814,0.003056223833978,330.0
Lochsa River,0.003,0.276,0.098,278.918306668554,2.26267586286476,75.48872552357,51.0527554938176,0.004,0.012,0.822413793103448,0.010894524810154,0.234652346979482,1.09621880208418,3.719832081077835,1.122226003851929,0.0098979976441335,331.0
Lochsa River,0.003,0.276,0.098,278.918306668554,2.26267586286476,75.48872552357,51.0527554938176,0.002,0.015,1.39954627949183,0.018539805378683,0.492238988351594,1.311945623012612,4.003751011448872,1.05375201371161,0.0134751687225395,332.0
Lochsa River,0.003,0.276,0.098,278.918306668554,2.26267586286476,75.48872552357,51.0527554938176,0.0005,0.046,10.5534593100813,0.139801794730078,13.5046005108232,1.8794638001754669,4.63883026761056,0.9292563788031508,0.0331341027757256,333.0
Lochsa River,0.003,0.276,0.098,278.918306668554,2.26267586286476,75.48872552357,51.0527554938176,0.004,0.012,0.023847549909256,0.000315908763115,0.234652346979482,1.09621880208418,3.719832081077835,1.122226003851929,0.0002870124441002,334.0
Lochsa River,0.003,0.276,0.098,278.918306668554,2.26267586286476,75.48872552357,51.0527554938176,0.002,0.015,0.325916515426497,0.004317419762568,0.492238988351594,1.311945623012612,4.003751011448872,1.05375201371161,0.0031380027221603,335.0
Lochsa River,0.003,0.276,0.098,278.918306668554,2.26267586286476,75.48872552357,51.0527554938176,0.0005,0.046,6.86365091024075,0.090922861164184,13.5046005108232,1.8794638001754669,4.63883026761056,0.9292563788031508,0.0215494188203646,336.0
Lochsa River,0.003,0.276,0.098,277.219311907122,2.25799819528696,75.4601343067281,50.9472132802597,0.004,0.012,0.052486388384755,0.000695551218759,0.2333423335118,1.0925730695108158,3.711580053842333,1.118493778233156,0.0006338935023826,337.0
Lochsa River,0.003,0.276,0.098,277.219311907122,2.25799819528696,75.4601343067281,50.9472132802597,0.002,0.015,0.472377495462795,0.00625996096883,0.489781331854685,1.307586673931347,3.9948777650108833,1.0502509148158328,0.004564033217154,338.0
Lochsa River,0.003,0.276,0.098,277.219311907122,2.25799819528696,75.4601343067281,50.9472132802597,0.0005,0.046,7.41318638607909,0.098239771956225,13.453037780528,1.873231737774328,4.628570078870983,0.9261750830959302,0.0233559719089792,339.0
Lochsa River,0.003,0.276,0.098,277.219311907122,2.25799819528696,75.4601343067281,50.9472132802597,0.008,0.015,0.134210526315789,0.001778561985727,0.106578452265456,0.912970735240482,3.448512003175462,1.1912432046984005,0.0012967199032141,340.0
Lochsa River,0.003,0.276,0.098,277.219311907122,2.25799819528696,75.4601343067281,50.9472132802597,0.004,0.012,0.242105263157895,0.003208386327194,0.2333423335118,1.0925730695108158,3.711580053842333,1.118493778233156,0.0029239762523457,341.0
Lochsa River,0.003,0.276,0.098,277.219311907122,2.25799819528696,75.4601343067281,50.9472132802597,0.002,0.015,0.197368421052632,0.002615532331951,0.489781331854685,1.307586673931347,3.9948777650108833,1.0502509148158328,0.0019069410341381,342.0
Lochsa River,0.003,0.276,0.098,277.219311907122,2.25799819528696,75.4601343067281,50.9472132802597,0.0005,0.046,1.81431846403668,0.024043403589263,13.453037780528,1.873231737774328,4.628570078870983,0.9261750830959302,0.0057161885420225,343.0
Lochsa River,0.003,0.276,0.098,192.552739629053,1.99579652216451,73.7742154214521,45.0311569295978,0.002,0.015,0.071869328493648,0.000974179502731,0.357247918376563,1.072504681155921,3.5004399819529217,0.8614335439360774,0.0008547264668141,344.0
Lochsa River,0.003,0.276,0.098,192.552739629053,1.99579652216451,73.7742154214521,45.0311569295978,0.0005,0.046,1.73971890738173,0.023581665998658,10.6715049644458,1.537085151550861,4.056808026690804,0.7599753619670115,0.006746772653334,345.0
Lochsa River,0.003,0.276,0.098,192.552739629053,1.99579652216451,73.7742154214521,45.0311569295978,0.032,0.113,4.2334664246824,0.057384092809361,0.006137247973004,0.5225636505682459,2.607497905575205,1.1076531159162657,0.0066833237649151,346.0
Lochsa River,0.003,0.276,0.098,192.552739629053,1.99579652216451,73.7742154214521,45.0311569295978,0.002,0.015,0.121451905626134,0.001646264957646,0.357247918376563,1.072504681155921,3.5004399819529217,0.8614335439360774,0.0014444013929095,347.0
Lochsa River,0.003,0.276,0.098,192.552739629053,1.99579652216451,73.7742154214521,45.0311569295978,0.0005,0.046,3.5172560037681,0.047675952684484,10.6715049644458,1.537085151550861,4.056808026690804,0.7599753619670115,0.0136402073463185,348.0
Lochsa River,0.003,0.276,0.098,189.721081693331,1.98580695967845,73.7064823113688,44.8057624312249,0.004,0.012,0.039882032667877,0.000541092607017,0.160120912504026,0.8887837608305337,3.2343666112118705,0.9098696777586792,0.0005979138692208,349.0
Lochsa River,0.003,0.276,0.098,189.721081693331,1.98580695967845,73.7064823113688,44.8057624312249,0.002,0.015,0.223339382940109,0.003030118599293,0.352404568761569,1.063913026984881,3.481720643534348,0.8545327450576473,0.0026786541341073,350.0
Lochsa River,0.003,0.276,0.098,189.721081693331,1.98580695967845,73.7064823113688,44.8057624312249,0.0005,0.046,2.14948473489877,0.029162763809815,10.5698181780247,1.5247979769873887,4.035159537756756,0.7539002594087668,0.0084065755845673,351.0
Lochsa River,0.003,0.276,0.098,189.721081693331,1.98580695967845,73.7064823113688,44.8057624312249,0.004,0.012,0.011923774954628,0.000161773762371,0.160120912504026,0.8887837608305337,3.2343666112118705,0.9098696777586792,0.0001787619622653,352.0
Lochsa River,0.003,0.276,0.098,189.721081693331,1.98580695967845,73.7064823113688,44.8057624312249,0.002,0.015,0.067568058076225,0.000916717986768,0.352404568761569,1.063913026984881,3.481720643534348,0.8545327450576473,0.0008103875622688,353.0
Lochsa River,0.003,0.276,0.098,189.721081693331,1.98580695967845,73.7064823113688,44.8057624312249,0.0005,0.046,1.72386191086326,0.023388199474517,10.5698181780247,1.5247979769873887,4.035159537756756,0.7539002594087668,0.006741976444746,354.0
Lochsa River,0.003,0.276,0.098,181.792439473312,1.95730094945244,73.5116581088261,44.1625813224954,0.004,0.012,0.065989110707804,0.00089766864747,0.152800035628272,0.8684064432223679,3.1847391193165864,0.8890089192448172,0.0010136831250254,355.0
Lochsa River,0.003,0.276,0.098,181.792439473312,1.95730094945244,73.5116581088261,44.1625813224954,0.002,0.015,0.307949183303085,0.004189120354859,0.338668148799509,1.0395455741718531,3.428352957531166,0.8349608573053272,0.0037844170000941,356.0
Lochsa River,0.003,0.276,0.098,181.792439473312,1.95730094945244,73.5116581088261,44.1625813224954,0.0005,0.046,2.9527964664148,0.040167730430505,10.281404330586,1.489948592584624,3.973440324023521,0.7366698063664635,0.0118327821226199,357.0
Lochsa River,0.003,0.276,0.098,181.792439473312,1.95730094945244,73.5116581088261,44.1625813224954,0.004,0.012,0.039882032667877,0.000542526637188,0.152800035628272,0.8684064432223679,3.1847391193165864,0.8890089192448172,0.0006126426477567,358.0
Lochsa River,0.003,0.276,0.098,181.792439473312,1.95730094945244,73.5116581088261,44.1625813224954,0.002,0.015,0.106352087114338,0.001446737699167,0.338668148799509,1.0395455741718531,3.428352957531166,0.8349608573053272,0.0013069709818802,359.0
Lochsa River,0.003,0.276,0.098,181.792439473312,1.95730094945244,73.5116581088261,44.1625813224954,0.0005,0.046,2.26647203072454,0.03083146386617,10.281404330586,1.489948592584624,3.973440324023521,0.7366698063664635,0.0090824647183142,360.0
Lochsa River,0.003,0.276,0.098,136.48591250177,1.77620678462776,72.2167539110273,40.0765536815562,0.002,0.015,0.033030852994555,0.000457384903166,0.254360636254633,0.8899791085152725,3.091076211041861,0.7148293811185011,0.000477973804697,361.0
Lochsa River,0.003,0.276,0.098,136.48591250177,1.77620678462776,72.2167539110273,40.0765536815562,0.0005,0.046,0.255176366349254,0.003533478763995,8.51070604283487,1.2760168833091974,3.5833573402174363,0.6308963376495392,0.001204087874457,362.0
Lochsa River,0.003,0.276,0.098,136.48591250177,1.77620678462776,72.2167539110273,40.0765536815562,0.002,0.015,0.019818511796733,0.0002744309419,0.254360636254633,0.8899791085152725,3.091076211041861,0.7148293811185011,0.0002867842828186,363.0
Lochsa River,0.003,0.276,0.098,136.48591250177,1.77620678462776,72.2167539110273,40.0765536815562,0.0005,0.046,0.177809295753308,0.002462161287011,8.51070604283487,1.2760168833091974,3.5833573402174363,0.6308963376495392,0.0008390197730509,364.0
Lochsa River,0.003,0.276,0.098,137.618575676058,1.78118568918217,72.253767229612,40.1888927050173,0.002,0.015,0.024954627949183,0.000345374765995,0.256609402453243,0.8939688108665268,3.10030734765112,0.7180339018036573,0.0003594093448597,365.0
Lochsa River,0.003,0.276,0.098,137.618575676058,1.78118568918217,72.253767229612,40.1888927050173,0.0005,0.046,0.156204195638355,0.00216188306337,8.55794983582675,1.2817241975214568,3.5940343832974584,0.63371818403843,0.00073360855584,366.0
Lochsa River,0.003,0.276,0.098,137.618575676058,1.78118568918217,72.253767229612,40.1888927050173,0.004,0.012,0.013112522686025,0.000181478740677,0.109069160251434,0.7466751301707272,2.8796936938841258,0.7643895962320555,0.0002360665924187,367.0
Lochsa River,0.003,0.276,0.098,137.618575676058,1.78118568918217,72.253767229612,40.1888927050173,0.002,0.015,0.019283121597096,0.000266880500996,0.256609402453243,0.8939688108665268,3.10030734765112,0.7180339018036573,0.000277725402846,368.0
Lochsa River,0.003,0.276,0.098,137.618575676058,1.78118568918217,72.253767229612,40.1888927050173,0.0005,0.046,0.667536174123273,0.009238773280872,8.55794983582675,1.2817241975214568,3.5940343832974584,0.63371818403843,0.0031350646291428,369.0
Lochsa River,0.003,0.276,0.098,127.990938694606,1.73796441762137,71.929597467039,39.213691154791,0.002,0.015,0.014519056261343,0.000201850931642,0.23722017342116,0.859568432722644,3.020254058876401,0.6904035891552429,0.0002179375147901,370.0
Lochsa River,0.003,0.276,0.098,127.990938694606,1.73796441762137,71.929597467039,39.213691154791,0.0005,0.046,0.512488430538766,0.007124861650638,8.15058020388458,1.2325127883761682,3.501440854619517,0.6093867678899083,0.0025084826354153,371.0
Lochsa River,0.003,0.276,0.098,127.990938694606,1.73796441762137,71.929597467039,39.213691154791,0.002,0.015,0.020871143375681,0.000290160714235,0.23722017342116,0.859568432722644,3.020254058876401,0.6904035891552429,0.0003132851775103,372.0
Lochsa River,0.003,0.276,0.098,127.990938694606,1.73796441762137,71.929597467039,39.213691154791,0.0005,0.046,0.168522172193109,0.002342876620022,8.15058020388458,1.2325127883761682,3.501440854619517,0.6093867678899083,0.0008248672895591,373.0
Lochsa River,0.003,0.276,0.098,142.432394166785,1.8020488899608,72.4079516719501,40.6596291041855,0.002,0.015,0.013375680580762,0.000184726680867,0.266075352910448,0.9107628889737196,3.139014983783761,0.7315228706400693,0.0001889045114504,374.0
Lochsa River,0.003,0.276,0.098,142.432394166785,1.8020488899608,72.4079516719501,40.6596291041855,0.0005,0.046,0.167783143006775,0.002317192230032,8.75680928268105,1.30574789417904,3.638804541479188,0.6455961320784014,0.0007726951634996,375.0
Lochsa River,0.003,0.276,0.098,142.432394166785,1.8020488899608,72.4079516719501,40.6596291041855,0.002,0.015,0.01950998185118,0.000269445294345,0.266075352910448,0.9107628889737196,3.139014983783761,0.7315228706400693,0.0002755391449246,376.0
Lochsa River,0.003,0.276,0.098,142.432394166785,1.8020488899608,72.4079516719501,40.6596291041855,0.0005,0.046,0.186352317680113,0.002573644377131,8.75680928268105,1.30574789417904,3.638804541479188,0.6455961320784014,0.0008582121660013,377.0
Lochsa River,0.003,0.276,0.098,114.965312190287,1.67591990963862,71.4525382389668,37.8137809211762,0.002,0.015,0.006079854809437,8.50894168252422e-05,0.209911771297558,0.8111158355160282,2.905661985504642,0.6514865631898015,9.7019317138916e-05,378.0
Lochsa River,0.003,0.276,0.098,114.965312190287,1.67591990963862,71.4525382389668,37.8137809211762,0.0005,0.046,0.07626506500308,0.001067352775461,7.57672451811733,1.163193844041658,3.368893138889339,0.5751136570224736,0.0003968478917923,379.0
Lochsa River,0.003,0.276,0.098,114.965312190287,1.67591990963862,71.4525382389668,37.8137809211762,0.0005,0.046,0.065875935850014,0.000921953753829,7.57672451811733,1.163193844041658,3.368893138889339,0.5751136570224736,0.0003427877005136,380.0
Lochsa River,0.003,0.276,0.098,214.356505734107,2.06964218135878,74.2665058695418,46.6973365379982,0.0005,0.046,0.172924331606286,0.002328429614153,11.4330572382469,1.6291100531268614,4.217153939737735,0.8054748958182338,0.0006308356056035,381.0
Lochsa River,0.003,0.276,0.098,214.356505734107,2.06964218135878,74.2665058695418,46.6973365379982,0.002,0.015,0.034555353901996,0.00046528853751,0.393524959540073,1.136855056571519,3.63909368830356,0.9131196325115892,0.0003865823394329,382.0
Lochsa River,0.003,0.276,0.098,214.356505734107,2.06964218135878,74.2665058695418,46.6973365379982,0.0005,0.046,0.228948389498059,0.003082794684056,11.4330572382469,1.6291100531268614,4.217153939737735,0.8054748958182338,0.000835213845266,383.0
Lochsa River,0.003,0.276,0.098,110.717825286705,1.65468664033798,71.2859605469594,37.3346946659458,0.002,0.015,0.025263157894737,0.000354391772249,0.200709397038533,0.7947877394626094,2.866535188697605,0.6383718701761864,0.0004118817475197,384.0
Lochsa River,0.003,0.276,0.098,110.717825286705,1.65468664033798,71.2859605469594,37.3346946659458,0.0005,0.046,0.452337377017862,0.006345392185883,7.38331823215717,1.1398325501119706,3.323634119116752,0.5635632183286128,0.0024048102425145,385.0
Lochsa River,0.003,0.276,0.098,110.717825286705,1.65468664033798,71.2859605469594,37.3346946659458,0.002,0.015,0.070417422867514,0.000987816146787,0.200709397038533,0.7947877394626094,2.866535188697605,0.6383718701761864,0.0011480611928004,386.0
Lochsa River,0.003,0.276,0.098,110.717825286705,1.65468664033798,71.2859605469594,37.3346946659458,0.0005,0.046,0.728328299313902,0.010216994955607,7.38331823215717,1.1398325501119706,3.323634119116752,0.5635632183286128,0.0038720907072734,387.0
Lochsa River,0.003,0.276,0.098,137.618575676058,1.78118568918217,72.253767229612,40.1888927050173,0.002,0.015,0.101887477313975,0.001410133771852,0.256609402453243,0.8939688108665268,3.10030734765112,0.7180339018036573,0.001467435681486,388.0
Lochsa River,0.003,0.276,0.098,137.618575676058,1.78118568918217,72.253767229612,40.1888927050173,0.0005,0.046,3.20014380716796,0.044290338481568,8.55794983582675,1.2817241975214568,3.5940343832974584,0.63371818403843,0.0150293842445306,389.0
Lochsa River,0.003,0.276,0.098,137.618575676058,1.78118568918217,72.253767229612,40.1888927050173,0.002,0.015,0.108529945553539,0.001502066255018,0.256609402453243,0.8939688108665268,3.10030734765112,0.7180339018036573,0.0015631039143717,390.0
Lochsa River,0.003,0.276,0.098,137.618575676058,1.78118568918217,72.253767229612,40.1888927050173,0.0005,0.046,0.838436632290407,0.011604054216661,8.55794983582675,1.2817241975214568,3.5940343832974584,0.63371818403843,0.0039376937633733,391.0
Lochsa River,0.003,0.276,0.098,241.540421917032,2.15505287212734,74.8183087550783,48.6244579538092,0.002,0.015,0.455172413793104,0.006083703592969,0.436514825164509,1.2131092699162036,3.800054153524132,0.974366859116486,0.0047571156417517,392.0
Lochsa River,0.003,0.276,0.098,241.540421917032,2.15505287212734,74.8183087550783,48.6244579538092,0.0005,0.046,12.0612553977095,0.1612072713003,12.3353369295287,1.738148556809845,4.403288085104694,0.8593864024261844,0.0411049114287669,393.0
Lochsa River,0.003,0.276,0.098,241.540421917032,2.15505287212734,74.8183087550783,48.6244579538092,0.004,0.012,0.207876588021779,0.00277841869832,0.204950230200458,1.0135562494791162,3.530398595497731,1.0376023266245271,0.0027157098564904,394.0
Lochsa River,0.003,0.276,0.098,241.540421917032,2.15505287212734,74.8183087550783,48.6244579538092,0.002,0.015,0.61459165154265,0.008214455281989,0.436514825164509,1.2131092699162036,3.800054153524132,0.974366859116486,0.0064232441823073,395.0
Lochsa River,0.003,0.276,0.098,241.540421917032,2.15505287212734,74.8183087550783,48.6244579538092,0.0005,0.046,7.37908577376228,0.098626738515543,12.3353369295287,1.738148556809845,4.403288085104694,0.8593864024261844,0.0251480179429227,396.0
Lochsa River,0.003,0.276,0.098,254.849214214923,2.19455985655204,75.067522451542,49.5158540433837,0.004,0.012,0.033212341197822,0.000442432893922,0.215746662888406,1.0436038697685934,3.599832484601925,1.0683628105521972,0.0004208223838464,397.0
Lochsa River,0.003,0.276,0.098,254.849214214923,2.19455985655204,75.067522451542,49.5158540433837,0.002,0.015,0.265698729582577,0.003539463151379,0.456770360451955,1.2490366365139989,3.874716714902484,1.0032236457360777,0.0026932632566194,398.0
Lochsa River,0.003,0.276,0.098,254.849214214923,2.19455985655204,75.067522451542,49.5158540433837,0.0005,0.046,9.74716914634669,0.129845355594874,12.7603960438321,1.7895189421370952,4.489624698508604,0.8847852732330956,0.032218198898276,399.0
Lochsa River,0.003,0.276,0.098,254.849214214923,2.19455985655204,75.067522451542,49.5158540433837,0.004,0.012,0.026842105263158,0.000357572814268,0.215746662888406,1.0436038697685934,3.599832484601925,1.0683628105521972,0.000340107270879,400.0
Lochsa River,0.003,0.276,0.098,254.849214214923,2.19455985655204,75.067522451542,49.5158540433837,0.002,0.015,0.313157894736842,0.004171682833132,0.456770360451955,1.2490366365139989,3.874716714902484,1.0032236457360777,0.0031743345282086,401.0
Lochsa River,0.003,0.276,0.098,254.849214214923,2.19455985655204,75.067522451542,49.5158540433837,0.0005,0.046,7.77920909351419,0.103629490350316,12.7603960438321,1.7895189421370952,4.489624698508604,0.8847852732330956,0.0257133227179152,402.0
Lochsa River,0.003,0.276,0.098,199.065552881212,2.01840940588849,73.9265224338856,45.541371425062,0.004,0.012,0.048638838475499,0.000657934890945,0.168575602315969,0.9123165273528372,3.2912095370028736,0.9339607465158424,0.0007094823501912,403.0
Lochsa River,0.003,0.276,0.098,199.065552881212,2.01840940588849,73.9265224338856,45.541371425062,0.002,0.015,0.091197822141561,0.001233627920522,0.36826812894435,1.0920533083530963,3.54284699894499,0.8771349609102194,0.001064223525287,404.0
Lochsa River,0.003,0.276,0.098,199.065552881212,2.01840940588849,73.9265224338856,45.541371425062,0.0005,0.046,2.61871815310226,0.035423256321089,10.9028651630402,1.5650416816550476,4.105850301629188,0.7737978063929656,0.0099648456003259,405.0
Lochsa River,0.003,0.276,0.098,199.065552881212,2.01840940588849,73.9265224338856,45.541371425062,0.002,0.015,0.064800362976407,0.000876550943328,0.36826812894435,1.0920533083530963,3.54284699894499,0.8771349609102194,0.0007561811138381,406.0
Lochsa River,0.003,0.276,0.098,199.065552881212,2.01840940588849,73.9265224338856,45.541371425062,0.0005,0.046,1.52445658940517,0.020621240377816,10.9028651630402,1.5650416816550476,4.105850301629188,0.7737978063929656,0.0058009200111229,407.0
Lochsa River,0.003,0.276,0.098,246.071074614187,2.1686601092651,74.904562730966,48.9314780453485,0.004,0.012,0.158892921960073,0.002121271604385,0.208654749396741,1.023866397157022,3.554299586625305,1.0481570770135018,0.0020539109573998,408.0
Lochsa River,0.003,0.276,0.098,246.071074614187,2.1686601092651,74.904562730966,48.9314780453485,0.002,0.015,0.271052631578947,0.003618639795716,0.443465038111158,1.2254369977735051,3.825755079545696,0.9842684646603884,0.002802984365393,409.0
Lochsa River,0.003,0.276,0.098,246.071074614187,2.1686601092651,74.904562730966,48.9314780453485,0.0005,0.046,8.05158118715023,0.107491198047161,12.4811907788767,1.7557754726208208,4.433007749986043,0.8681016136233599,0.0271507387611551,410.0
Lochsa River,0.003,0.276,0.098,246.071074614187,2.1686601092651,74.904562730966,48.9314780453485,0.004,0.012,0.121034482758621,0.001615849266664,0.208654749396741,1.023866397157022,3.554299586625305,1.0481570770135018,0.001564538226716,411.0
Lochsa River,0.003,0.276,0.098,246.071074614187,2.1686601092651,74.904562730966,48.9314780453485,0.002,0.015,0.280290381125227,0.003741966722801,0.443465038111158,1.2254369977735051,3.825755079545696,0.9842684646603884,0.0028985129252846,412.0
Lochsa River,0.003,0.276,0.098,246.071074614187,2.1686601092651,74.904562730966,48.9314780453485,0.0005,0.046,5.37928850695485,0.071815231420222,12.4811907788767,1.7557754726208208,4.433007749986043,0.8681016136233599,0.0181395000035898,413.0
Lochsa River,0.003,0.276,0.098,247.486903582047,2.17287836127537,74.9312117367062,49.0266544654562,0.004,0.012,0.091215970961888,0.001217329452544,0.209806154439121,1.0270708872592145,3.5617118719800485,1.0514375919206804,0.0011752427400515,414.0
Lochsa River,0.003,0.276,0.098,247.486903582047,2.17287836127537,74.9312117367062,49.0266544654562,0.002,0.015,0.371379310344828,0.004956269913928,0.44562523056871,1.229268553326292,3.833725550455484,0.9873459621637726,0.003827933496167,415.0
Lochsa River,0.003,0.276,0.098,247.486903582047,2.17287836127537,74.9312117367062,49.0266544654562,0.0005,0.046,5.44976996123202,0.072730306035641,12.526522526169,1.7612540068396216,4.442224483524739,0.8708103451609593,0.0183171658123162,416.0
Lochsa River,0.003,0.276,0.098,247.486903582047,2.17287836127537,74.9312117367062,49.0266544654562,0.004,0.012,0.127404718693285,0.00170028904832,0.209806154439121,1.0270708872592145,3.5617118719800485,1.0514375919206804,0.00164150498113,417.0
Lochsa River,0.003,0.276,0.098,247.486903582047,2.17287836127537,74.9312117367062,49.0266544654562,0.002,0.015,0.70497277676951,0.009408266067372,0.44562523056871,1.229268553326292,3.833725550455484,0.9873459621637726,0.0072663953831365,418.0
Lochsa River,0.003,0.276,0.098,247.486903582047,2.17287836127537,74.9312117367062,49.0266544654562,0.0005,0.046,6.8751069989888,0.091752246355585,12.526522526169,1.7612540068396216,4.442224483524739,0.8708103451609593,0.0231078514824914,419.0
Lochsa River,0.003,0.276,0.098,243.80574826561,2.16187739339054,74.8616236812973,48.7784396270708,0.016,0.047,0.573865698729583,0.007665685975135,0.037834372707403,0.7112727461358446,3.0578765559722725,1.1828787943559769,0.0019039712760913,420.0
Lochsa River,0.003,0.276,0.098,243.80574826561,2.16187739339054,74.8616236812973,48.7784396270708,0.008,0.015,0.157531760435572,0.002104305953959,0.09243362267171,0.8512021764366418,3.2911599371343305,1.1106476575479145,0.0016376641825729,421.0
Lochsa River,0.003,0.276,0.098,243.80574826561,2.16187739339054,74.8616236812973,48.7784396270708,0.004,0.012,0.337568058076225,0.004509227044197,0.20680633156166,1.0187220255554956,3.54238397997531,1.042890657961271,0.0043866004890338,422.0
Lochsa River,0.003,0.276,0.098,243.80574826561,2.16187739339054,74.8616236812973,48.7784396270708,0.002,0.015,1.05771324863884,0.014128911405152,0.439997145291519,1.2192859410221526,3.812942144259038,0.9793279485867816,0.0109957452258458,423.0
Lochsa River,0.003,0.276,0.098,243.80574826561,2.16187739339054,74.8616236812973,48.7784396270708,0.0005,0.046,8.0840912908719,0.107987122017119,12.4084158644272,1.7469803585833212,4.418191340657343,0.8637530777159992,0.0274044670747182,424.0
Lochsa River,0.003,0.276,0.098,243.80574826561,2.16187739339054,74.8616236812973,48.7784396270708,0.008,0.015,0.180471869328494,0.002410739447715,0.09243362267171,0.8512021764366418,3.2911599371343305,1.1106476575479145,0.0018761443123852,425.0
Lochsa River,0.003,0.276,0.098,243.80574826561,2.16187739339054,74.8616236812973,48.7784396270708,0.004,0.012,0.516805807622504,0.006903481145729,0.20680633156166,1.0187220255554956,3.54238397997531,1.042890657961271,0.0067157438454694,426.0
Lochsa River,0.003,0.276,0.098,243.80574826561,2.16187739339054,74.8616236812973,48.7784396270708,0.002,0.015,0.82032667876588,0.010957906580523,0.439997145291519,1.2192859410221526,3.812942144259038,0.9793279485867816,0.0085279286926602,427.0
Lochsa River,0.003,0.276,0.098,243.80574826561,2.16187739339054,74.8616236812973,48.7784396270708,0.0005,0.046,5.92637639533467,0.07916441166925,12.4084158644272,1.7469803585833212,4.418191340657343,0.8637530777159992,0.0200899743650495,428.0
Lochsa River,0.003,0.276,0.098,311.48237292935,2.34890360926729,76.0073154049575,52.9983121358979,0.016,0.047,1.36560798548094,0.01796679672483,0.052696457272177,0.8131055462057931,3.3431853329073418,1.3522313534509776,0.0039402957427087,429.0
Lochsa River,0.003,0.276,0.098,311.48237292935,2.34890360926729,76.0073154049575,52.9983121358979,0.008,0.015,0.067604355716878,0.000889445382417,0.120313466758897,0.9729466625695288,3.597934001481881,1.2694997282849891,0.0006112009897928,430.0
Lochsa River,0.003,0.276,0.098,311.48237292935,2.34890360926729,76.0073154049575,52.9983121358979,0.004,0.012,0.378584392014519,0.004980894141537,0.259108386556403,1.1642776499798106,3.872245450688651,1.191899511326411,0.0042784069285517,431.0
Lochsa River,0.003,0.276,0.098,311.48237292935,2.34890360926729,76.0073154049575,52.9983121358979,0.002,0.015,0.838294010889292,0.011029122741975,0.538118877326684,1.3933171052964828,4.167636350276635,1.1191094201553546,0.0075788922734346,432.0
Lochsa River,0.003,0.276,0.098,311.48237292935,2.34890360926729,76.0073154049575,52.9983121358979,0.0005,0.046,9.61930230796342,0.126557585368105,14.4670782366983,1.9957968500585777,4.828327578933395,0.986774501077926,0.0283587034801777,433.0
Lochsa River,0.003,0.276,0.098,311.48237292935,2.34890360926729,76.0073154049575,52.9983121358979,0.004,0.012,0.05989110707804,0.000787965036772,0.259108386556403,1.1642776499798106,3.872245450688651,1.191899511326411,0.0006768333108443,434.0
Lochsa River,0.003,0.276,0.098,311.48237292935,2.34890360926729,76.0073154049575,52.9983121358979,0.002,0.015,0.479128856624319,0.006303720294179,0.538118877326684,1.3933171052964828,4.167636350276635,1.1191094201553546,0.004331733189406,435.0
Lochsa River,0.003,0.276,0.098,311.48237292935,2.34890360926729,76.0073154049575,52.9983121358979,0.0005,0.046,8.51892121567452,0.11208028030311,14.4670782366983,1.9957968500585777,4.828327578933395,0.986774501077926,0.0251146655954779,436.0
Lochsa River,0.003,0.276,0.098,305.819057057907,2.33435078666724,75.9208951084062,52.6699567995729,0.004,0.012,0.151361161524501,0.001993669348977,0.25494013920229,1.1526780291606131,3.846483271243518,1.18002469573907,0.0017285284172343,437.0
Lochsa River,0.003,0.276,0.098,305.819057057907,2.33435078666724,75.9208951084062,52.6699567995729,0.002,0.015,0.687431941923775,0.009054581626602,0.530299311625413,1.37944877331563,4.139935322806188,1.1079704045625536,0.0062803199159501,438.0
Lochsa River,0.003,0.276,0.098,305.819057057907,2.33435078666724,75.9208951084062,52.6699567995729,0.0005,0.046,4.88417882352166,0.064332471535638,14.3030512795171,1.975970608484882,4.796298004459279,0.9769718853274504,0.0145504706978786,439.0
Lochsa River,0.003,0.276,0.098,305.819057057907,2.33435078666724,75.9208951084062,52.6699567995729,0.004,0.012,0.058076225045372,0.000764957064356,0.25494013920229,1.1526780291606131,3.846483271243518,1.18002469573907,0.000663224332752,440.0
Lochsa River,0.003,0.276,0.098,305.819057057907,2.33435078666724,75.9208951084062,52.6699567995729,0.002,0.015,0.377495462794918,0.004972220918311,0.530299311625413,1.37944877331563,4.139935322806188,1.1079704045625536,0.0034487665303086,441.0
Lochsa River,0.003,0.276,0.098,305.819057057907,2.33435078666724,75.9208951084062,52.6699567995729,0.0005,0.046,12.7396154821624,0.16780117599999,14.3030512795171,1.975970608484882,4.796298004459279,0.9769718853274504,0.0379526238643711,442.0
Lochsa River,0.003,0.276,0.098,317.145688800793,2.36328248907488,76.0922742221938,53.3227428009965,0.008,0.015,0.506896551724138,0.006661603387539,0.122517537464732,0.9825707953523328,3.621621601622949,1.2820572860862376,0.0045359459807939,443.0
